,Rank
miR-6516-5p,1
miR-655-3p,1
miR-153-3p,1
miR-6126,1
miR-1537-3p,1
miR-548d-5p,1
miR-1207-3p,1
miR-548aw,1
miR-106a-5p,1
miR-125b-2-3p,1
miR-6516-3p,1
miR-656-3p,1
miR-125b-1-3p,1
miR-125a-5p,1
miR-1228-3p,1
miR-671-3p,1
miR-1237-5p,1
miR-668-3p,1
miR-670-5p,1
miR-618,1
miR-106b-3p,1
miR-1468-5p,1
miR-125a-3p,1
miR-590-5p,1
miR-6511a-3p,1
miR-876-3p,1
miR-128-3p,1
miR-935,1
miR-584-5p,1
miR-1296-5p,1
miR-551a,1
miR-615-3p,1
miR-146b-5p,1
miR-487b-5p,2
miR-6821-5p,3
miR-181c-5p,4
miR-3197,5
miR-2114-3p,6
miR-185-3p,7
miR-6500-3p,8
miR-7107-5p,9
miR-493-3p,10
miR-154-5p,11
miR-218-2-3p,12
miR-383-5p,13
miR-188-5p,14
miR-197-3p,15
miR-181d-3p,16
miR-21-5p,17
miR-151a-3p,18
miR-105-5p,19
miR-363-5p,20
miR-744-3p,21
miR-5001-5p,22
miR-424-5p,23
miR-3907,24
miR-1233-3p,25
miR-127-3p,26
miR-127-5p,27
miR-4417,28
miR-1185-2-3p,29
miR-631,30
miR-1273d,31
miR-1234-3p,32
miR-1299,33
miR-136-5p,34
miR-181c-3p,35
miR-30e-5p,36
miR-545-3p,37
miR-211-3p,38
miR-1910-5p,39
miR-495-3p,40
miR-3147,41
miR-411-3p,42
miR-135b-3p,43
miR-1306-3p,44
miR-3617-5p,45
miR-1179,46
miR-129-2-3p,47
miR-572,48
miR-374c-5p,49
miR-378c,50
miR-605-3p,51
miR-192-5p,52
miR-155-5p,53
miR-144-5p,54
miR-494-3p,55
miR-518b,56
miR-7978,57
miR-199a-5p,58
miR-1225-3p,59
miR-485-3p,60
miR-154-3p,61
miR-5192,62
miR-579-3p,63
miR-1185-5p,64
miR-433-5p,65
miR-5090,66
miR-539-3p,67
miR-214-5p,68
miR-3176,69
miR-2682-3p,70
miR-769-3p,71
miR-539-5p,72
miR-7108-5p,73
miR-3659,74
miR-29a-5p,75
miR-299-5p,76
miR-1298-3p,77
miR-106a-3p,78
miR-190a-5p,79
miR-5584-5p,80
miR-342-5p,81
miR-3131,82
miR-3910,83
miR-16-5p,84
miR-891b,85
miR-29c-3p,86
miR-198,87
miR-6880-5p,88
miR-4422,89
miR-6776-5p,90
miR-296-5p,91
miR-660-3p,92
miR-449b-5p,93
miR-656-5p,94
miR-1343-5p,95
miR-1471,96
miR-1254,97
miR-1262,98
miR-6770-3p,99
miR-3605-5p,100
miR-320c,101
miR-1178-5p,102
miR-6845-5p,103
miR-323b-3p,104
miR-484,105
miR-206,106
miR-450a-1-3p,107
miR-5010-5p,108
miR-1256,109
miR-30d-5p,110
miR-4732-5p,111
miR-5006-5p,112
miR-331-5p,113
miR-2276-3p,114
miR-1182,115
miR-362-5p,116
miR-6760-3p,117
miR-10a-3p,118
miR-6812-5p,119
miR-628-5p,120
miR-708-5p,121
miR-301a-5p,122
miR-2110,123
miR-412-5p,124
miR-6748-5p,125
miR-181d-5p,126
miR-493-5p,127
miR-937-3p,128
miR-367-3p,129
miR-6165,130
miR-337-5p,131
miR-1250-5p,132
miR-3135a,133
miR-6886-3p,134
miR-589-3p,135
miR-323a-3p,136
miR-936,137
miR-6831-5p,138
miR-4793-5p,139
miR-130a-5p,140
miR-511-5p,141
miR-1273c,142
miR-27b-5p,143
miR-502-3p,144
miR-6798-5p,145
miR-1199-3p,146
miR-144-3p,147
miR-188-3p,148
miR-7152-3p,149
miR-6741-5p,150
miR-889-5p,151
miR-1910-3p,152
miR-592,153
miR-4769-3p,154
miR-501-5p,155
miR-134-3p,156
miR-548b-3p,157
miR-3612,158
miR-6894-5p,159
miR-4751,160
miR-513b-5p,161
miR-6716-3p,162
miR-147b,163
miR-584-3p,164
miR-766-3p,165
miR-339-5p,166
miR-199a-3p,167
miR-1307-3p,168
miR-607,169
miR-7151-3p,170
miR-193a-5p,171
miR-5589-5p,172
miR-6802-3p,173
miR-6821-3p,174
miR-6758-5p,175
miR-133b,176
miR-943,177
miR-6803-3p,178
miR-649,179
miR-4726-5p,180
miR-4769-5p,181
miR-193b-5p,182
miR-6785-3p,183
miR-616-3p,184
miR-942-3p,185
miR-501-3p,186
miR-6510-3p,187
miR-193a-3p,188
miR-103a-2-5p,189
miR-7109-5p,190
miR-4421,191
miR-204-5p,192
miR-6729-3p,193
miR-330-3p,194
miR-920,195
miR-2355-5p,196
miR-297,197
miR-6799-3p,198
miR-4498,199
miR-449a,200
miR-3690,201
miR-3130-3p,202
miR-186-5p,203
miR-6856-3p,204
miR-6807-3p,205
miR-4326,206
miR-4742-3p,207
miR-2681-5p,208
miR-18a-5p,209
miR-874-5p,210
miR-134-5p,211
miR-4447,212
miR-6739-5p,213
miR-1204,214
miR-4788,215
miR-8069,216
miR-6802-5p,217
miR-26a-5p,218
miR-1305,219
miR-651-3p,220
miR-129-5p,221
miR-105-3p,222
miR-6747-3p,223
miR-5003-3p,224
miR-641,225
miR-892a,226
miR-4753-5p,227
miR-329-3p,228
miR-4793-3p,229
miR-6792-3p,230
miR-6513-3p,231
miR-6870-3p,232
miR-1229-3p,233
miR-1178-3p,234
miR-662,235
miR-6888-5p,236
miR-192-3p,237
miR-550a-5p,238
miR-4781-5p,239
miR-513a-5p,240
miR-522-3p,241
miR-504-5p,242
miR-1202,243
miR-5009-3p,244
miR-1225-5p,245
miR-508-3p,246
miR-6715b-3p,247
miR-6515-5p,248
miR-6742-3p,249
miR-7844-5p,250
miR-6862-5p,251
miR-6506-3p,252
miR-934,253
miR-514b-5p,254
miR-3153,255
miR-378d,256
miR-6741-3p,257
miR-548e-5p,258
miR-6071,259
miR-1287-3p,260
miR-3155a,261
miR-1183,262
miR-6792-5p,263
miR-1269a,264
miR-6795-3p,265
miR-4733-3p,266
miR-1270,267
miR-1323,268
miR-1285-5p,269
miR-4789-3p,270
miR-497-3p,271
miR-103a-3p,272
miR-1238-3p,273
miR-1289,274
miR-6731-3p,275
miR-642a-5p,276
miR-548h-5p,277
miR-1915-5p,278
miR-362-3p,279
miR-6765-5p,280
miR-3913-5p,281
miR-4725-5p,282
miR-1236-3p,283
miR-1298-5p,284
miR-3609,285
miR-6800-5p,286
miR-218-5p,287
miR-6791-3p,288
miR-1200,289
miR-153-5p,290
miR-3140-5p,291
miR-6799-5p,292
miR-6840-5p,293
miR-6772-3p,294
miR-296-3p,295
miR-505-5p,296
miR-122-5p,297
miR-4798-5p,298
miR-6825-5p,299
miR-3140-3p,300
miR-941,301
miR-4780,302
miR-6859-3p,303
miR-6871-5p,304
miR-1238-5p,305
miR-651-5p,306
miR-6809-5p,307
miR-6770-5p,308
miR-1291,309
miR-1229-5p,310
miR-1302,311
miR-1303,312
miR-4786-3p,313
miR-5001-3p,314
miR-203b-3p,315
miR-5703,316
miR-6873-5p,317
miR-675-5p,318
miR-1587,319
miR-7702,320
miR-515-3p,321
miR-517a-3p,322
miR-3185,323
miR-6739-3p,324
miR-8052,325
miR-6801-5p,326
miR-5006-3p,327
miR-2278,328
miR-6851-3p,329
miR-1276,330
miR-7854-3p,331
miR-548k,332
miR-1324,333
miR-6787-5p,334
miR-6500-5p,335
miR-5008-5p,336
miR-876-5p,337
miR-1279,338
miR-624-3p,339
miR-1296-3p,340
miR-1184,341
miR-6722-3p,342
miR-635,343
miR-488-3p,344
miR-6837-3p,345
miR-6813-3p,346
miR-4736,347
miR-575,348
miR-6722-5p,349
miR-548ar-3p,350
miR-133a-3p,351
miR-204-3p,352
miR-4777-5p,353
miR-6505-3p,354
miR-3165,355
miR-2682-5p,356
miR-3166,357
miR-7705,358
miR-4803,359
miR-6753-3p,360
miR-8080,361
miR-1267,362
miR-548v,363
miR-6757-3p,364
miR-7976,365
miR-378a-3p,366
miR-4773,367
miR-329-5p,368
miR-6851-5p,369
miR-1304-5p,370
miR-4731-3p,371
miR-6823-3p,372
miR-6868-5p,373
miR-32-3p,374
miR-593-5p,375
miR-19b-2-5p,376
miR-1252-5p,377
miR-4790-5p,378
miR-1236-5p,379
miR-1205,380
miR-1207-5p,381
miR-619-3p,382
miR-6794-3p,383
miR-574-3p,384
miR-1321,385
miR-6794-5p,386
miR-6893-3p,387
miR-5589-3p,388
miR-1252-3p,389
miR-1237-3p,390
miR-1273a,391
miR-202-5p,392
miR-4451,393
miR-1297,394
miR-1295b-3p,395
miR-1909-5p,396
miR-6819-5p,397
miR-508-5p,398
miR-766-5p,399
miR-6751-5p,400
miR-6808-5p,401
miR-6878-5p,402
miR-1468-3p,403
miR-6718-5p,404
miR-3200-5p,405
miR-574-5p,406
miR-1539,407
miR-4449,408
miR-1282,409
miR-27a-3p,410
miR-890,411
miR-541-3p,412
miR-363-3p,413
miR-432-3p,414
miR-378g,415
miR-3132,416
miR-548y,417
miR-6782-5p,418
miR-520d-3p,419
miR-6890-5p,420
miR-6835-3p,421
miR-6723-5p,422
miR-6790-5p,423
miR-126-3p,424
miR-5586-3p,425
miR-4798-3p,426
miR-1243,427
miR-1208,428
miR-7852-3p,429
miR-5692b,430
miR-6881-5p,431
miR-2116-5p,432
miR-6501-5p,433
miR-6895-3p,434
miR-548az-5p,435
miR-6866-3p,436
miR-6805-5p,437
miR-338-3p,438
miR-6784-5p,439
miR-3155b,440
miR-5585-3p,441
miR-146b-3p,442
miR-3152-5p,443
miR-551b-5p,444
miR-1193,445
miR-6733-3p,446
miR-6852-5p,447
miR-1322,448
miR-6740-5p,449
miR-556-3p,450
miR-4799-5p,451
miR-6766-3p,452
miR-1261,453
miR-3177-5p,454
miR-6872-3p,455
miR-3157-5p,456
miR-3127-3p,457
miR-3648,458
miR-1263,459
miR-6807-5p,460
miR-5094,461
miR-6859-5p,462
miR-4737,463
miR-548ax,464
miR-6085,465
miR-3689a-3p,466
miR-302d-3p,467
miR-6767-3p,468
miR-181b-5p,469
miR-877-3p,470
miR-1264,471
miR-6783-3p,472
miR-8071,473
miR-181b-3p,474
miR-6833-3p,475
miR-885-3p,476
miR-489-5p,477
miR-548b-5p,478
miR-202-3p,479
miR-4752,480
miR-4784,481
miR-6810-3p,482
miR-1292-5p,483
miR-4763-3p,484
miR-30c-1-3p,485
miR-664a-3p,486
miR-486-5p,487
miR-6779-3p,488
miR-6822-5p,489
miR-543,490
miR-671-5p,491
miR-1257,492
miR-6133,493
miR-1275,494
miR-6833-5p,495
miR-6745,496
miR-23a-5p,497
miR-143-5p,498
miR-374b-5p,499
miR-6887-3p,500
miR-6728-5p,501
miR-7156-5p,502
miR-6515-3p,503
miR-3125,504
miR-5695,505
miR-548t-5p,506
miR-1273h-5p,507
miR-3677-5p,508
miR-224-3p,509
miR-6852-3p,510
miR-7160-5p,511
miR-510-3p,512
miR-4759,513
miR-7161-3p,514
miR-1206,515
miR-128-2-5p,516
miR-1253,517
miR-548j-3p,518
miR-4747-3p,519
miR-377-3p,520
miR-3128,521
miR-302c-5p,522
miR-6720-5p,523
miR-208b-5p,524
miR-604,525
miR-520c-3p,526
miR-6752-5p,527
miR-1290,528
miR-5003-5p,529
miR-5002-5p,530
miR-146a-5p,531
miR-921,532
miR-3616-5p,533
miR-622,534
miR-1245b-3p,535
miR-145-3p,536
miR-664b-5p,537
miR-643,538
miR-1269b,539
miR-2355-3p,540
miR-376c-3p,541
miR-4764-3p,542
miR-3129-3p,543
miR-7114-3p,544
miR-5190,545
miR-6501-3p,546
miR-6824-5p,547
miR-331-3p,548
miR-4728-5p,549
miR-3667-3p,550
miR-6800-3p,551
miR-1231,552
miR-5692c,553
miR-218-1-3p,554
miR-2276-5p,555
miR-6849-3p,556
miR-517c-3p,557
miR-6751-3p,558
miR-4774-3p,559
miR-15a-3p,560
miR-6827-5p,561
miR-150-5p,562
miR-2115-3p,563
miR-1278,564
miR-3646,565
miR-3164,566
miR-6740-3p,567
miR-938,568
miR-302f,569
miR-1288-3p,570
miR-3943,571
miR-148b-3p,572
miR-1247-3p,573
miR-1271-5p,574
miR-7159-3p,575
miR-6813-5p,576
miR-1224-5p,577
miR-4791,578
miR-6736-5p,579
miR-6780a-5p,580
miR-500b-3p,581
miR-519d-3p,582
miR-6756-5p,583
miR-5194,584
miR-6731-5p,585
miR-3658,586
miR-4801,587
miR-6782-3p,588
miR-6755-5p,589
miR-6874-5p,590
miR-6786-3p,591
miR-1255b-2-3p,592
miR-1250-3p,593
miR-3192-5p,594
miR-6776-3p,595
miR-200c-5p,596
miR-3169,597
miR-6818-5p,598
miR-372-3p,599
miR-548an,600
miR-580-3p,601
miR-6717-5p,602
miR-548ao-3p,603
miR-6885-3p,604
miR-6088,605
miR-6876-3p,606
miR-6768-3p,607
miR-6806-5p,608
miR-5581-5p,609
miR-7155-5p,610
miR-1301-5p,611
miR-194-3p,612
miR-3127-5p,613
miR-6124,614
miR-5193,615
miR-5000-5p,616
miR-1273e,617
miR-514b-3p,618
miR-125b-5p,619
miR-663b,620
miR-6828-5p,621
miR-197-5p,622
miR-1273g-5p,623
miR-365b-5p,624
miR-5698,625
miR-3916,626
miR-381-5p,627
miR-4772-5p,628
miR-3145-5p,629
miR-150-3p,630
miR-6780b-5p,631
miR-633,632
miR-382-3p,633
miR-548w,634
miR-147a,635
miR-6774-3p,636
miR-1911-5p,637
miR-7706,638
miR-6855-3p,639
miR-616-5p,640
miR-6811-3p,641
miR-3191-5p,642
miR-383-3p,643
miR-525-5p,644
miR-548al,645
miR-6848-5p,646
miR-5685,647
miR-323b-5p,648
miR-6819-3p,649
miR-3137,650
miR-3613-5p,651
miR-210-5p,652
miR-544a,653
miR-6726-5p,654
miR-4730,655
miR-933,656
miR-4750-5p,657
miR-520g-5p,658
miR-939-5p,659
miR-6848-3p,660
miR-519c-3p,661
miR-6769a-3p,662
miR-133a-5p,663
miR-548x-3p,664
miR-3923,665
miR-3928-5p,666
miR-4760-5p,667
miR-3619-3p,668
miR-513b-3p,669
miR-1272,670
miR-7162-3p,671
miR-342-3p,672
miR-4794,673
miR-6736-3p,674
miR-1301-3p,675
miR-6892-5p,676
miR-4442,677
miR-3175,678
miR-449b-3p,679
miR-8060,680
miR-552-3p,681
miR-6747-5p,682
miR-4766-5p,683
miR-191-3p,684
miR-3679-3p,685
miR-1258,686
miR-519e-3p,687
miR-215-3p,688
miR-3133,689
miR-3616-3p,690
miR-3936,691
miR-6877-3p,692
miR-3937,693
miR-3939,694
miR-6791-5p,695
miR-6836-5p,696
miR-5093,697
miR-6891-3p,698
miR-378i,699
miR-648,700
miR-2467-3p,701
miR-605-5p,702
miR-3944-5p,703
miR-6834-3p,704
miR-1283,705
miR-3122,706
miR-503-3p,707
miR-5680,708
miR-208a-5p,709
miR-3977,710
miR-888-5p,711
miR-6744-3p,712
miR-95-5p,713
miR-5706,714
miR-3652,715
miR-7154-3p,716
miR-219a-1-3p,717
miR-2909,718
miR-496,719
miR-875-5p,720
miR-520a-5p,721
miR-6754-5p,722
miR-3611,723
miR-3605-3p,724
miR-555,725
miR-5587-3p,726
miR-532-3p,727
miR-554,728
miR-5007-5p,729
miR-670-3p,730
miR-1913,731
miR-6887-5p,732
miR-4802-5p,733
miR-21-3p,734
miR-1294,735
miR-7109-3p,736
miR-7515,737
miR-130a-3p,738
miR-924,739
miR-617,740
miR-181a-3p,741
miR-5088-3p,742
miR-92a-2-5p,743
miR-558,744
miR-6069,745
miR-764,746
miR-190a-3p,747
miR-1277-5p,748
miR-937-5p,749
miR-379-3p,750
miR-4251,751
miR-4748,752
miR-3193,753
miR-548ay-5p,754
miR-2392,755
miR-4760-3p,756
miR-7153-3p,757
miR-3189-5p,758
miR-5189-3p,759
miR-3154,760
miR-8058,761
miR-3614-5p,762
miR-6758-3p,763
miR-610,764
miR-1287-5p,765
miR-345-3p,766
miR-653-3p,767
miR-580-5p,768
miR-4263,769
miR-4265,770
miR-4775,771
miR-711,772
miR-4266,773
miR-3675-5p,774
miR-500a-5p,775
miR-3170,776
miR-4778-3p,777
miR-765,778
miR-324-5p,779
miR-4274,780
miR-5702,781
miR-8087,782
miR-3192-3p,783
miR-1265,784
miR-7106-5p,785
miR-922,786
miR-513c-3p,787
miR-3919,788
miR-1909-3p,789
miR-3191-3p,790
miR-6817-3p,791
miR-6503-3p,792
miR-6759-3p,793
miR-655-5p,794
miR-4738-5p,795
miR-3144-3p,796
miR-1538,797
miR-3922-3p,798
miR-186-3p,799
miR-4312,800
miR-5004-5p,801
miR-302a-3p,802
miR-4276,803
miR-6130,804
miR-664b-3p,805
miR-544b,806
miR-208a-3p,807
miR-6884-3p,808
miR-3150b-5p,809
miR-4743-5p,810
miR-4786-5p,811
miR-6797-5p,812
miR-3687,813
miR-1911-3p,814
miR-3124-3p,815
miR-5687,816
miR-548s,817
miR-892b,818
miR-4301,819
miR-6499-5p,820
miR-3978,821
miR-6857-3p,822
miR-24-3p,823
miR-6868-3p,824
miR-4758-5p,825
miR-4796-5p,826
miR-650,827
miR-514a-3p,828
miR-6841-5p,829
miR-4314,830
miR-3116,831
miR-6734-5p,832
miR-6857-5p,833
miR-7113-5p,834
miR-5581-3p,835
miR-4999-5p,836
miR-26a-2-3p,837
miR-6801-3p,838
miR-302c-3p,839
miR-6869-5p,840
miR-4790-3p,841
miR-3152-3p,842
miR-888-3p,843
miR-5047,844
miR-4283,845
miR-644a,846
miR-2467-5p,847
miR-620,848
miR-6831-3p,849
miR-3657,850
miR-4732-3p,851
miR-5588-5p,852
miR-3134,853
miR-6827-3p,854
miR-3945,855
miR-6780b-3p,856
miR-7153-5p,857
miR-767-5p,858
miR-5571-5p,859
miR-193b-3p,860
miR-657,861
miR-4328,862
miR-6788-3p,863
miR-8088,864
miR-3915,865
miR-6837-5p,866
miR-4330,867
miR-4744,868
miR-380-3p,869
miR-7106-3p,870
miR-302b-5p,871
miR-6514-3p,872
miR-591,873
miR-6847-3p,874
miR-365a-5p,875
miR-371b-3p,876
miR-6737-5p,877
miR-3926,878
miR-3117-5p,879
miR-645,880
miR-6892-3p,881
miR-6889-5p,882
miR-564,883
miR-9-5p,884
miR-1914-3p,885
miR-600,886
miR-8059,887
miR-4419a,888
miR-450a-2-3p,889
miR-5189-5p,890
miR-621,891
miR-2113,892
miR-8067,893
miR-136-3p,894
miR-5590-5p,895
miR-3685,896
miR-6818-3p,897
miR-1293,898
miR-548ag,899
miR-586,900
miR-376b-5p,901
miR-4296,902
miR-548ba,903
miR-145-5p,904
miR-6766-5p,905
miR-26b-3p,906
miR-551b-3p,907
miR-597-3p,908
miR-634,909
miR-632,910
miR-7107-3p,911
miR-8062,912
miR-7152-5p,913
miR-2115-5p,914
miR-155-3p,915
miR-5584-3p,916
miR-637,917
miR-3914,918
miR-1537-5p,919
miR-552-5p,920
miR-371b-5p,921
miR-4293,922
miR-3661,923
miR-629-5p,924
miR-6829-5p,925
miR-3064-5p,926
miR-8070,927
miR-8053,928
miR-597-5p,929
miR-3934-3p,930
miR-3713,931
miR-550b-2-5p,932
miR-3912-5p,933
miR-4292,934
miR-3929,935
miR-6514-5p,936
miR-4762-5p,937
miR-3159,938
miR-4777-3p,939
miR-6505-5p,940
miR-6499-3p,941
miR-4441,942
miR-4255,943
miR-4433b-5p,944
miR-3655,945
miR-3617-3p,946
miR-4310,947
miR-4256,948
miR-630,949
miR-889-3p,950
miR-5701,951
miR-7850-5p,952
miR-300,953
miR-4764-5p,954
miR-4261,955
miR-4766-3p,956
miR-4429,957
miR-3975,958
miR-4264,959
miR-3118,960
miR-376a-2-5p,961
miR-891a-3p,962
miR-6735-5p,963
miR-5089-3p,964
miR-3187-3p,965
miR-6888-3p,966
miR-581,967
miR-3186-3p,968
miR-3142,969
miR-3689d,970
miR-523-3p,971
miR-424-3p,972
miR-507,973
miR-4426,974
miR-5188,975
miR-6883-5p,976
miR-3680-3p,977
miR-219b-3p,978
miR-3179,979
miR-6867-3p,980
miR-6080,981
miR-6131,982
miR-3167,983
miR-7151-5p,984
miR-548ab,985
miR-3156-5p,986
miR-6079,987
miR-4430,988
miR-4761-5p,989
miR-4262,990
miR-4753-3p,991
miR-566,992
miR-548ay-3p,993
miR-6789-5p,994
miR-3123,995
miR-3171,996
miR-376c-5p,997
miR-6778-3p,998
miR-4727-5p,999
miR-4436a,1000
miR-7157-5p,1001
miR-8089,1002
miR-4275,1003
miR-4440,1004
miR-4436b-3p,1005
miR-3675-3p,1006
miR-550a-3-5p,1007
miR-758-5p,1008
miR-5007-3p,1009
miR-5091,1010
miR-4781-3p,1011
miR-5705,1012
miR-3141,1013
miR-606,1014
miR-598-5p,1015
miR-6746-5p,1016
miR-6078,1017
miR-557,1018
miR-6764-3p,1019
miR-5187-3p,1020
miR-3136-5p,1021
miR-384,1022
miR-5002-3p,1023
miR-6772-5p,1024
miR-3126-3p,1025
miR-563,1026
miR-6886-5p,1027
miR-6809-3p,1028
miR-6748-3p,1029
miR-4457,1030
miR-601,1031
miR-6804-3p,1032
miR-4459,1033
miR-4464,1034
miR-577,1035
miR-5694,1036
miR-4484,1037
miR-5009-5p,1038
miR-3908,1039
miR-3668,1040
miR-6849-5p,1041
miR-422a,1042
miR-4473,1043
miR-4277,1044
miR-4467,1045
miR-3671,1046
miR-609,1047
miR-6075,1048
miR-3619-5p,1049
miR-548e-3p,1050
miR-100-5p,1051
miR-6832-5p,1052
miR-6895-5p,1053
miR-8065,1054
miR-3925-5p,1055
miR-593-3p,1056
miR-4478,1057
miR-4481,1058
miR-5571-3p,1059
miR-5195-5p,1060
miR-6775-3p,1061
miR-559,1062
miR-4491,1063
miR-6883-3p,1064
miR-4494,1065
miR-576-5p,1066
miR-4496,1067
miR-509-5p,1068
miR-425-3p,1069
miR-6875-5p,1070
miR-502-5p,1071
miR-4756-5p,1072
miR-6759-5p,1073
miR-5582-5p,1074
miR-4254,1075
